coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod
"{'lon': 2.1098, 'lat': 13.5137}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 300.31, 'feels_like': 304.23, 'temp_min': 300.31, 'temp_max': 300.31, 'pressure': 1011, 'humidity': 89, 'sea_level': 1011, 'grnd_level': 984}",10000,"{'speed': 0, 'deg': 0}",{'all': 0},1725587830,"{'type': 1, 'id': 1188, 'country': 'NE', 'sunrise': 1725601231, 'sunset': 1725645572}",3600,2440485,Niamey,200
"{'lon': 7.4898, 'lat': 9.0574}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 295.23, 'feels_like': 295.9, 'temp_min': 295.23, 'temp_max': 295.23, 'pressure': 1012, 'humidity': 92, 'sea_level': 1012, 'grnd_level': 957}",8071,"{'speed': 1.24, 'deg': 306, 'gust': 1.36}",{'1h': 0.58},{'all': 100},1725587625,"{'type': 1, 'id': 1173, 'country': 'NG', 'sunrise': 1725600066, 'sunset': 1725644155}",3600,2352778,Abuja,200
"{'lon': 21.4333, 'lat': 42}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 291.97, 'feels_like': 291.55, 'temp_min': 291.97, 'temp_max': 291.97, 'pressure': 1013, 'humidity': 63, 'sea_level': 1013, 'grnd_level': 961}",10000,"{'speed': 0.51, 'deg': 0}",{'all': 0},1725587634,"{'type': 1, 'id': 7023, 'country': 'MK', 'sunrise': 1725595524, 'sunset': 1725642006}",7200,785842,Skopje,200
"{'lon': 10.7461, 'lat': 59.9127}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287.35, 'feels_like': 287.31, 'temp_min': 287.35, 'temp_max': 287.35, 'pressure': 1028, 'humidity': 95, 'sea_level': 1028, 'grnd_level': 1004}",10000,"{'speed': 0.98, 'deg': 8, 'gust': 0.96}",{'all': 7},1725587537,"{'type': 2, 'id': 2094972, 'country': 'NO', 'sunrise': 1725596688, 'sunset': 1725645970}",7200,3143244,Oslo,200
"{'lon': 58.5922, 'lat': 23.6139}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 302.65, 'feels_like': 305.42, 'temp_min': 302.65, 'temp_max': 302.65, 'pressure': 1002, 'humidity': 62, 'sea_level': 1002, 'grnd_level': 993}",10000,"{'speed': 1.96, 'deg': 113, 'gust': 2.27}",{'all': 40},1725587834,"{'country': 'OM', 'sunrise': 1725587362, 'sunset': 1725632336}",14400,287286,Muscat,200
"{'lon': 73.1338, 'lat': 33.7104}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 299.17, 'feels_like': 299.17, 'temp_min': 299.17, 'temp_max': 299.17, 'pressure': 1006, 'humidity': 79, 'sea_level': 1006, 'grnd_level': 926}",10000,"{'speed': 1.75, 'deg': 92, 'gust': 2.06}",{'all': 64},1725587834,"{'type': 2, 'id': 2007435, 'country': 'PK', 'sunrise': 1725583495, 'sunset': 1725629225}",18000,1162015,Islamabad,200
"{'lon': 134.6236, 'lat': 7.5004}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 302.46, 'feels_like': 306.77, 'temp_min': 302.46, 'temp_max': 302.46, 'pressure': 1012, 'humidity': 71, 'sea_level': 1012, 'grnd_level': 1010}",10000,"{'speed': 1.86, 'deg': 160, 'gust': 1.99}",{'1h': 0.73},{'all': 95},1725587836,"{'country': 'PW', 'sunrise': 1725569600, 'sunset': 1725613612}",32400,7303944,Melekeok,200
"{'lon': -79.5197, 'lat': 8.9936}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 301.66, 'feels_like': 304.68, 'temp_min': 300.12, 'temp_max': 302.55, 'pressure': 1009, 'humidity': 69, 'sea_level': 1009, 'grnd_level': 1004}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 20},1725587838,"{'type': 2, 'id': 2093502, 'country': 'PA', 'sunrise': 1725534555, 'sunset': 1725578662}",-18000,3703443,Panama City,200
"{'lon': 147.1797, 'lat': -9.4431}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,"{'temp': 303.83, 'feels_like': 306.87, 'temp_min': 303.83, 'temp_max': 303.83, 'pressure': 1011, 'humidity': 58, 'sea_level': 1011, 'grnd_level': 1008}",10000,"{'speed': 5.14, 'deg': 160, 'gust': 7.72}",{'all': 75},1725587579,"{'type': 1, 'id': 42, 'country': 'PG', 'sunrise': 1725567048, 'sunset': 1725610139}",36000,2088122,Port Moresby,200
"{'lon': -57.6359, 'lat': -25.3007}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.79, 'feels_like': 288, 'temp_min': 285.84, 'temp_max': 288.85, 'pressure': 1018, 'humidity': 61, 'sea_level': 1018, 'grnd_level': 1009}",9000,"{'speed': 2.57, 'deg': 170}",{'all': 0},1725587751,"{'type': 2, 'id': 2091488, 'country': 'PY', 'sunrise': 1725530287, 'sunset': 1725572428}",-14400,3439389,Asunción,200
"{'lon': -77.0282, 'lat': -12.0432}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 288.65, 'feels_like': 288.42, 'temp_min': 288.29, 'temp_max': 288.65, 'pressure': 1014, 'humidity': 83, 'sea_level': 1014, 'grnd_level': 988}",10000,"{'speed': 1.54, 'deg': 280}",{'all': 100},1725587649,"{'type': 2, 'id': 2037860, 'country': 'PE', 'sunrise': 1725534544, 'sunset': 1725577478}",-18000,3936456,Lima,200
"{'lon': 120.9822, 'lat': 14.6042}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 302.24, 'feels_like': 308.37, 'temp_min': 301.47, 'temp_max': 302.64, 'pressure': 1008, 'humidity': 81, 'sea_level': 1008, 'grnd_level': 1010}",10000,"{'speed': 1.54, 'deg': 70}",{'1h': 1.06},{'all': 100},1725587842,"{'type': 2, 'id': 2008256, 'country': 'PH', 'sunrise': 1725572669, 'sunset': 1725617089}",28800,1701668,Manila,200
"{'lon': 21.0118, 'lat': 52.2298}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.64, 'feels_like': 292.19, 'temp_min': 291.38, 'temp_max': 293.68, 'pressure': 1020, 'humidity': 59, 'sea_level': 1020, 'grnd_level': 1009}",10000,"{'speed': 6.71, 'deg': 110, 'gust': 0}",{'all': 0},1725587764,"{'type': 2, 'id': 2032856, 'country': 'PL', 'sunrise': 1725594968, 'sunset': 1725642764}",7200,756135,Warsaw,200
"{'lon': -9.1333, 'lat': 38.7167}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 289.52, 'feels_like': 289.25, 'temp_min': 288.78, 'temp_max': 289.86, 'pressure': 1010, 'humidity': 78, 'sea_level': 1010, 'grnd_level': 1002}",10000,"{'speed': 4.63, 'deg': 330}",{'all': 20},1725587844,"{'type': 1, 'id': 6901, 'country': 'PT', 'sunrise': 1725603028, 'sunset': 1725649170}",3600,2267057,Lisbon,200
"{'lon': 51.5333, 'lat': 25.2867}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 304.72, 'feels_like': 311.72, 'temp_min': 303.32, 'temp_max': 305.14, 'pressure': 1001, 'humidity': 72, 'sea_level': 1001, 'grnd_level': 1000}",8000,"{'speed': 3.6, 'deg': 230, 'gust': 8.75}",{'all': 7},1725587747,"{'type': 1, 'id': 7614, 'country': 'QA', 'sunrise': 1725588999, 'sunset': 1725634086}",10800,290030,Doha,200
"{'lon': 26.1063, 'lat': 44.4323}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.1, 'feels_like': 289.78, 'temp_min': 288.2, 'temp_max': 290.93, 'pressure': 1015, 'humidity': 74, 'sea_level': 1015, 'grnd_level': 1005}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 0},1725587724,"{'type': 2, 'id': 2037828, 'country': 'RO', 'sunrise': 1725594268, 'sunset': 1725641019}",10800,683506,Bucharest,200
"{'lon': 37.6156, 'lat': 55.7522}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 285.88, 'feels_like': 284.91, 'temp_min': 283.44, 'temp_max': 286.85, 'pressure': 1033, 'humidity': 65, 'sea_level': 1033, 'grnd_level': 1014}",10000,"{'speed': 1.34, 'deg': 71, 'gust': 1.85}",{'all': 16},1725587765,"{'type': 2, 'id': 2094500, 'country': 'RU', 'sunrise': 1725590674, 'sunset': 1725639091}",10800,524901,Moscow,200
"{'lon': 30.0588, 'lat': -1.95}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 292.44, 'feels_like': 292.2, 'temp_min': 292.44, 'temp_max': 292.86, 'pressure': 1014, 'humidity': 68, 'sea_level': 1014, 'grnd_level': 849}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 75},1725587631,"{'type': 2, 'id': 47683, 'country': 'RW', 'sunrise': 1725594947, 'sunset': 1725638444}",7200,202061,Kigali,200
"{'lon': -62.7261, 'lat': 17.2948}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 301.36, 'feels_like': 305.45, 'temp_min': 300.19, 'temp_max': 301.36, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1013}",10000,"{'speed': 2.57, 'deg': 20}",{'1h': 0.21},{'all': 20},1725587849,"{'type': 1, 'id': 8782, 'country': 'KN', 'sunrise': 1725530274, 'sunset': 1725574884}",-14400,3575551,Basseterre,200
"{'lon': -61.0061, 'lat': 13.9957}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 299.02, 'feels_like': 300.27, 'temp_min': 299.02, 'temp_max': 299.19, 'pressure': 1013, 'humidity': 100, 'sea_level': 1013, 'grnd_level': 1005}",10000,"{'speed': 2.49, 'deg': 65, 'gust': 3.05}",{'all': 0},1725587850,"{'type': 2, 'id': 2022312, 'country': 'LC', 'sunrise': 1725529964, 'sunset': 1725574369}",-14400,3576812,Castries,200
"{'lon': -61.2248, 'lat': 13.1587}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 301.26, 'feels_like': 304.75, 'temp_min': 301.26, 'temp_max': 301.26, 'pressure': 1012, 'humidity': 75, 'sea_level': 1012, 'grnd_level': 1004}",10000,"{'speed': 2.29, 'deg': 72, 'gust': 2.37}",{'all': 55},1725587851,"{'country': 'VC', 'sunrise': 1725530041, 'sunset': 1725574396}",-14400,3577887,Kingstown,200
"{'lon': -171.7667, 'lat': -13.8333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 301.99, 'feels_like': 308.3, 'temp_min': 301.99, 'temp_max': 302.1, 'pressure': 1011, 'humidity': 84, 'sea_level': 1011, 'grnd_level': 1010}",10000,"{'speed': 8.17, 'deg': 85, 'gust': 9.46}",{'all': 7},1725587852,"{'type': 2, 'id': 47733, 'country': 'WS', 'sunrise': 1725643677, 'sunset': 1725686566}",46800,4035413,Apia,200
"{'lon': 12.4167, 'lat': 43.9333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 291.7, 'feels_like': 291.65, 'temp_min': 290.72, 'temp_max': 292.39, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 976}",10000,"{'speed': 1.54, 'deg': 230}",{'all': 1},1725587853,"{'type': 2, 'id': 19406, 'country': 'SM', 'sunrise': 1725597584, 'sunset': 1725644272}",7200,3168068,San Marino,200
"{'lon': 6.7273, 'lat': 0.3365}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.23, 'feels_like': 299.04, 'temp_min': 298.23, 'temp_max': 298.23, 'pressure': 1012, 'humidity': 86, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 3.14, 'deg': 218, 'gust': 3.4}",{'1h': 0.12},{'all': 59},1725587854,"{'country': 'ST', 'sunrise': 1725600484, 'sunset': 1725644103}",0,2410763,São Tomé,200
"{'lon': 46.7219, 'lat': 24.6877}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 302.5, 'feels_like': 300.88, 'temp_min': 302.5, 'temp_max': 302.5, 'pressure': 1006, 'humidity': 20, 'sea_level': 1006, 'grnd_level': 936}",10000,"{'speed': 3.47, 'deg': 349, 'gust': 3.8}",{'all': 21},1725587700,"{'country': 'SA', 'sunrise': 1725590175, 'sunset': 1725635220}",10800,108410,Riyadh,200
"{'lon': -17.4441, 'lat': 14.6937}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 300.22, 'feels_like': 302.48, 'temp_min': 300.22, 'temp_max': 300.22, 'pressure': 1010, 'humidity': 74, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 5.14, 'deg': 300}",{'all': 40},1725587856,"{'type': 1, 'id': 2419, 'country': 'SN', 'sunrise': 1725605890, 'sunset': 1725650296}",0,2253354,Dakar,200
"{'lon': 20.4651, 'lat': 44.804}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 295.82, 'feels_like': 295.89, 'temp_min': 293.84, 'temp_max': 296.11, 'pressure': 1010, 'humidity': 67, 'sea_level': 1010, 'grnd_level': 995}",10000,"{'speed': 3.6, 'deg': 250}",{'all': 0},1725587678,"{'type': 2, 'id': 2037836, 'country': 'RS', 'sunrise': 1725595602, 'sunset': 1725642393}",7200,792680,Belgrade,200
"{'lon': 55.45, 'lat': -4.6167}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 298.74, 'feels_like': 299.52, 'temp_min': 298.74, 'temp_max': 298.74, 'pressure': 1012, 'humidity': 83, 'sea_level': 1012, 'grnd_level': 1004}",10000,"{'speed': 4.63, 'deg': 130}",{'all': 40},1725587858,"{'type': 1, 'id': 2218, 'country': 'SC', 'sunrise': 1725588925, 'sunset': 1725632281}",14400,241131,Victoria,200
"{'lon': -13.2299, 'lat': 8.484}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 297.99, 'feels_like': 298.98, 'temp_min': 297.99, 'temp_max': 297.99, 'pressure': 1012, 'humidity': 94, 'sea_level': 1012, 'grnd_level': 1006}",10000,"{'speed': 7.2, 'deg': 260}",{'1h': 0.74},{'all': 75},1725587859,"{'type': 1, 'id': 2368, 'country': 'SL', 'sunrise': 1725605054, 'sunset': 1725649110}",0,2409306,Freetown,200
"{'lon': 103.8501, 'lat': 1.2897}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 303.12, 'feels_like': 309.11, 'temp_min': 302.07, 'temp_max': 303.12, 'pressure': 1010, 'humidity': 74, 'sea_level': 1010, 'grnd_level': 1009}",10000,"{'speed': 3.6, 'deg': 150}",{'all': 75},1725587790,"{'type': 1, 'id': 9470, 'country': 'SG', 'sunrise': 1725577154, 'sunset': 1725620825}",28800,1880252,Singapore,200
"{'lon': 17.1067, 'lat': 48.1482}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 291.68, 'feels_like': 290.95, 'temp_min': 290.16, 'temp_max': 291.96, 'pressure': 1012, 'humidity': 52, 'sea_level': 1012, 'grnd_level': 991}",10000,"{'speed': 2.06, 'deg': 10}",{'all': 0},1725587861,"{'type': 1, 'id': 7046, 'country': 'SK', 'sunrise': 1725596201, 'sunset': 1725643405}",7200,3060972,Bratislava,200
"{'lon': 14.5051, 'lat': 46.0511}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 290.3, 'feels_like': 290.58, 'temp_min': 289.74, 'temp_max': 291.12, 'pressure': 1013, 'humidity': 96, 'sea_level': 1013, 'grnd_level': 963}",10000,"{'speed': 0.51, 'deg': 0}",{'1h': 1},{'all': 75},1725587862,"{'type': 2, 'id': 2003318, 'country': 'SI', 'sunrise': 1725596959, 'sunset': 1725643896}",7200,3196359,Ljubljana,200
"{'lon': 159.95, 'lat': -9.4333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 301.24, 'feels_like': 305.16, 'temp_min': 301.24, 'temp_max': 301.24, 'pressure': 1012, 'humidity': 78, 'sea_level': 1012, 'grnd_level': 983}",10000,"{'speed': 5.59, 'deg': 83, 'gust': 6.77}",{'all': 84},1725587863,"{'country': 'SB', 'sunrise': 1725563984, 'sunset': 1725607074}",39600,2108502,Honiara,200
"{'lon': 45.3438, 'lat': 2.0371}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.12, 'feels_like': 298.92, 'temp_min': 298.12, 'temp_max': 298.12, 'pressure': 1014, 'humidity': 86, 'sea_level': 1014, 'grnd_level': 1013}",10000,"{'speed': 6.78, 'deg': 205, 'gust': 9.19}",{'1h': 0.23},{'all': 40},1725587864,"{'country': 'SO', 'sunrise': 1725591173, 'sunset': 1725634883}",10800,53654,Mogadishu,200
"{'lon': 28.1878, 'lat': -25.7449}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287.89, 'feels_like': 286.02, 'temp_min': 287.89, 'temp_max': 287.89, 'pressure': 1019, 'humidity': 23, 'sea_level': 1019, 'grnd_level': 872}",10000,"{'speed': 1.45, 'deg': 111, 'gust': 1.44}",{'all': 0},1725587865,"{'country': 'ZA', 'sunrise': 1725596055, 'sunset': 1725638234}",7200,964137,Pretoria,200
"{'lon': 31.5825, 'lat': 4.8517}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.43, 'feels_like': 293.99, 'temp_min': 293.43, 'temp_max': 293.43, 'pressure': 1013, 'humidity': 95, 'sea_level': 1013, 'grnd_level': 954}",10000,"{'speed': 0.26, 'deg': 172, 'gust': 0.47}",{'all': 6},1725587866,"{'country': 'SS', 'sunrise': 1725594399, 'sunset': 1725638260}",7200,373303,Juba,200
"{'lon': -3.7026, 'lat': 40.4165}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.05, 'feels_like': 291.38, 'temp_min': 290.18, 'temp_max': 293.21, 'pressure': 1004, 'humidity': 53, 'sea_level': 1004, 'grnd_level': 931}",10000,"{'speed': 1.54, 'deg': 240}",{'all': 0},1725587848,"{'type': 2, 'id': 2084029, 'country': 'ES', 'sunrise': 1725601642, 'sunset': 1725647951}",7200,3117735,Madrid,200
"{'lon': 79.8478, 'lat': 6.9319}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 301.12, 'feels_like': 305.8, 'temp_min': 301.12, 'temp_max': 301.12, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 6.67, 'deg': 241, 'gust': 10.08}",{'all': 100},1725587640,"{'type': 1, 'id': 9098, 'country': 'LK', 'sunrise': 1725582760, 'sunset': 1725626737}",19800,1248991,Colombo,200
"{'lon': 32.5324, 'lat': 15.5518}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.21, 'feels_like': 302.02, 'temp_min': 300.21, 'temp_max': 300.21, 'pressure': 1011, 'humidity': 69, 'sea_level': 1011, 'grnd_level': 967}",10000,"{'speed': 5.29, 'deg': 153, 'gust': 7.1}",{'all': 100},1725587870,"{'country': 'SD', 'sunrise': 1725593870, 'sunset': 1725638334}",7200,379252,Khartoum,200
"{'lon': -55.1667, 'lat': 5.8667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.05, 'feels_like': 300.12, 'temp_min': 299.05, 'temp_max': 299.05, 'pressure': 1012, 'humidity': 93, 'sea_level': 1012, 'grnd_level': 1012}",10000,"{'speed': 3.24, 'deg': 76, 'gust': 5.51}",{'all': 16},1725587871,"{'country': 'SR', 'sunrise': 1725528800, 'sunset': 1725572730}",-10800,3383329,Distrikt Paramaribo,200
"{'lon': 18.0649, 'lat': 59.3326}","[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",stations,"{'temp': 287.68, 'feels_like': 287.75, 'temp_min': 287.1, 'temp_max': 288.01, 'pressure': 1029, 'humidity': 98, 'sea_level': 1029, 'grnd_level': 1024}",250,"{'speed': 1.03, 'deg': 10}",{'all': 100},1725587872,"{'type': 1, 'id': 1788, 'country': 'SE', 'sunrise': 1725594997, 'sunset': 1725644149}",7200,2673730,Stockholm,200
"{'lon': 7.4474, 'lat': 46.9481}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 287.42, 'feels_like': 287.3, 'temp_min': 286.56, 'temp_max': 288.39, 'pressure': 1012, 'humidity': 92, 'sea_level': 1012, 'grnd_level': 941}",10000,"{'speed': 0, 'deg': 0}",{'all': 75},1725587873,"{'type': 1, 'id': 6937, 'country': 'CH', 'sunrise': 1725598599, 'sunset': 1725645643}",7200,2661552,Bern,200
"{'lon': 36.2913, 'lat': 33.5102}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.57, 'feels_like': 292.42, 'temp_min': 292.57, 'temp_max': 292.57, 'pressure': 1008, 'humidity': 71, 'sea_level': 1008, 'grnd_level': 924}",10000,"{'speed': 0.66, 'deg': 108, 'gust': 0.89}",{'all': 0},1725587704,"{'type': 1, 'id': 7605, 'country': 'SY', 'sunrise': 1725592350, 'sunset': 1725638050}",10800,170654,Damascus,200
"{'lon': 121.5319, 'lat': 25.0478}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 306.81, 'feels_like': 311.46, 'temp_min': 305.4, 'temp_max': 307.08, 'pressure': 1006, 'humidity': 52, 'sea_level': 1006, 'grnd_level': 987}",10000,"{'speed': 5.66, 'deg': 90}",{'all': 20},1725587875,"{'type': 2, 'id': 266033, 'country': 'TW', 'sunrise': 1725572204, 'sunset': 1725617291}",28800,1668341,Taipei,200
"{'lon': 68.7797, 'lat': 38.5577}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 290.05, 'feels_like': 289.23, 'temp_min': 290.05, 'temp_max': 290.05, 'pressure': 1009, 'humidity': 55, 'sea_level': 1009, 'grnd_level': 899}",9000,"{'speed': 3, 'deg': 90}",{'all': 0},1725587876,"{'type': 1, 'id': 8996, 'country': 'TJ', 'sunrise': 1725584325, 'sunset': 1725630484}",18000,7280679,Dushanbe,200
"{'lon': 35.7395, 'lat': -6.1722}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 291.1, 'feels_like': 291.09, 'temp_min': 291.1, 'temp_max': 291.1, 'pressure': 1017, 'humidity': 82, 'sea_level': 1017, 'grnd_level': 892}",10000,"{'speed': 4.63, 'deg': 100}",{'all': 20},1725587877,"{'type': 1, 'id': 2608, 'country': 'TZ', 'sunrise': 1725593695, 'sunset': 1725636969}",10800,160196,Dodoma,200
"{'lon': 100.5167, 'lat': 13.75}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 303.88, 'feels_like': 310.03, 'temp_min': 302.09, 'temp_max': 304.21, 'pressure': 1007, 'humidity': 70, 'sea_level': 1007, 'grnd_level': 1006}",10000,"{'speed': 4.01, 'deg': 264, 'gust': 8.36}",{'all': 100},1725587878,"{'type': 1, 'id': 9235, 'country': 'TH', 'sunrise': 1725577606, 'sunset': 1725621973}",25200,1609350,Bangkok,200
"{'lon': 1.2123, 'lat': 6.1375}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 298.24, 'feels_like': 298.97, 'temp_min': 298.24, 'temp_max': 298.24, 'pressure': 1012, 'humidity': 83, 'sea_level': 1012, 'grnd_level': 1012}",10000,"{'speed': 4.63, 'deg': 250}",{'all': 40},1725587879,"{'type': 1, 'id': 1218, 'country': 'TG', 'sunrise': 1725601652, 'sunset': 1725645581}",0,2365267,Lomé,200
"{'lon': -175.2, 'lat': -21.1333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 296.34, 'feels_like': 296.75, 'temp_min': 296.34, 'temp_max': 296.34, 'pressure': 1016, 'humidity': 78, 'sea_level': 1016, 'grnd_level': 1016}",10000,"{'speed': 2.06, 'deg': 170}",{'all': 75},1725587880,"{'type': 1, 'id': 7285, 'country': 'TO', 'sunrise': 1725644699, 'sunset': 1725687193}",46800,4032402,Nuku'alofa,200
"{'lon': -61.5166, 'lat': 10.6662}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 301.09, 'feels_like': 305.56, 'temp_min': 299.36, 'temp_max': 301.4, 'pressure': 1012, 'humidity': 83, 'sea_level': 1012, 'grnd_level': 1004}",10000,"{'speed': 2.75, 'deg': 84, 'gust': 3.1}",{'all': 0},1725587881,"{'type': 1, 'id': 8810, 'country': 'TT', 'sunrise': 1725530185, 'sunset': 1725574392}",-14400,3573890,Port of Spain,200
"{'lon': 9, 'lat': 34}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 300.69, 'feels_like': 301.76, 'temp_min': 300.69, 'temp_max': 300.69, 'pressure': 1011, 'humidity': 58, 'sea_level': 1011, 'grnd_level': 1000}",10000,"{'speed': 0.17, 'deg': 329, 'gust': 0.63}",{'all': 32},1725587736,"{'country': 'TN', 'sunrise': 1725598882, 'sunset': 1725644614}",3600,2464461,Tunisia,200
"{'lon': 32.8543, 'lat': 39.9199}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 291.6, 'feels_like': 291.3, 'temp_min': 290.66, 'temp_max': 291.6, 'pressure': 1013, 'humidity': 69, 'sea_level': 1013, 'grnd_level': 893}",10000,"{'speed': 1.29, 'deg': 10, 'gust': 1.43}",{'all': 0},1725587883,"{'type': 2, 'id': 267643, 'country': 'TR', 'sunrise': 1725592887, 'sunset': 1725639162}",10800,323786,Ankara,200
"{'lon': 58.3833, 'lat': 37.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 296.07, 'feels_like': 294.94, 'temp_min': 296.07, 'temp_max': 296.07, 'pressure': 1012, 'humidity': 20, 'sea_level': 1012, 'grnd_level': 967}",10000,"{'speed': 4.12, 'deg': 270}",{'all': 0},1725587884,"{'type': 1, 'id': 8992, 'country': 'TM', 'sunrise': 1725586851, 'sunset': 1725632948}",18000,162183,Ashgabat,200
